id_cliente;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFM_Score;Cluster;Segmento;edad;ingresos_mensuales_aprox;segmento_programa;distrito
CLI01359;367;1;12.21;2;1;1;211;2;Perdidos;30;6991.94;Regular;Ate
CLI01360;133;2;356.66;3;2;2;322;3;En Riesgo;22;7864.27;Regular;Magdalena
CLI01362;29;2;334.41;4;2;2;422;3;En Riesgo;38;4507.36;Platino;Miraflores
CLI01363;87;5;1394.57;4;4;5;445;0;Leales;41;10563.42;Platino;Magdalena
CLI01364;23;3;791.0;5;3;4;534;3;En Riesgo;33;11263.79;Premium;Santiago de Surco
CLI01365;360;1;235.79;2;1;1;211;2;Perdidos;49;4677.45;Regular;Magdalena
CLI01366;19;3;285.55;5;3;2;532;3;En Riesgo;69;1727.08;Basico;Ate
CLI01370;180;3;752.03;3;3;3;333;3;En Riesgo;60;5695.19;Platino;Magdalena
CLI01371;396;2;1029.53;1;2;4;124;2;Perdidos;28;11785.53;Premium;San Miguel
CLI01372;408;1;203.27;1;1;1;111;2;Perdidos;58;3382.72;Regular;Comas
CLI01373;57;1;195.31;4;1;1;411;3;En Riesgo;58;3449.83;Regular;Ate
CLI01375;461;5;841.56;1;4;4;144;2;Perdidos;35;9142.55;Regular;Miraflores
CLI01376;271;1;827.42;2;1;4;214;3;En Riesgo;48;4973.89;Regular;Los Olivos
CLI01377;2;2;315.6;5;2;2;522;3;En Riesgo;61;4732.64;Premium;Comas
CLI01378;236;4;801.08;2;4;4;244;3;En Riesgo;19;1391.64;Basico;Magdalena
CLI01380;208;2;562.9;2;2;3;223;3;En Riesgo;60;5486.52;Platino;Miraflores
CLI01381;214;5;746.45;2;4;3;243;0;Leales;41;1439.55;Basico;San Borja
CLI01382;597;1;103.82;1;1;1;111;2;Perdidos;59;6872.33;Platino;San Borja
CLI01383;159;5;1280.84;3;4;4;344;0;Leales;66;7686.83;Platino;Los Olivos
CLI01384;204;4;1256.14;3;4;4;344;0;Leales;19;1811.03;Basico;San Borja
CLI01385;385;3;463.9;2;3;2;232;2;Perdidos;45;11099.75;Platino;Santiago de Surco
CLI01387;7;6;1693.65;5;5;5;555;0;Leales;60;4084.25;Platino;Magdalena
CLI01388;717;2;325.84;1;2;2;122;2;Perdidos;34;9365.99;Platino;San Miguel
CLI01389;338;1;362.8;2;1;2;212;2;Perdidos;69;1690.85;Basico;Miraflores
CLI01391;191;2;783.79;3;2;4;324;3;En Riesgo;19;5329.99;Platino;Los Olivos
CLI01392;39;4;1641.83;4;4;5;445;0;Leales;40;11094.43;Regular;Los Olivos
CLI01394;7;2;423.57;5;2;2;522;3;En Riesgo;62;5669.66;Premium;Magdalena
CLI01396;154;5;1375.86;3;4;5;345;0;Leales;73;4552.68;Platino;San Juan de Lurigancho
CLI01397;193;3;540.65;3;3;3;333;3;En Riesgo;72;3843.43;Premium;Santiago de Surco
CLI01398;34;2;602.26;4;2;3;423;3;En Riesgo;58;5300.51;Premium;Santiago de Surco
CLI01399;371;2;592.81;2;2;3;223;2;Perdidos;31;1396.42;Basico;San Borja
CLI01400;42;6;1733.55;4;5;5;455;0;Leales;54;8090.48;Premium;Santiago de Surco
CLI01402;168;8;1867.11;3;5;5;355;0;Leales;71;7850.19;Platino;Comas
CLI01403;27;6;1078.66;4;5;4;454;0;Leales;20;10211.11;Platino;Comas
CLI01404;463;1;83.15;1;1;1;111;2;Perdidos;31;7062.25;Platino;Miraflores
CLI01409;531;1;52.16;1;1;1;111;2;Perdidos;61;2380.93;Basico;Santiago de Surco
CLI01410;273;2;129.85;2;2;1;221;3;En Riesgo;46;2147.23;Basico;Comas
CLI01411;370;2;171.96;2;2;1;221;2;Perdidos;27;1459.93;Basico;San Miguel
CLI01412;386;2;871.07;2;2;4;224;2;Perdidos;52;7710.68;Platino;Ate
CLI01414;4;11;3784.34;5;5;5;555;1;Campeones;24;4539.13;Platino;San Miguel
CLI01415;247;1;126.81;2;1;1;211;3;En Riesgo;59;1358.59;Basico;Magdalena
CLI01416;163;3;848.4;3;3;4;334;3;En Riesgo;59;1709.53;Basico;Santiago de Surco
CLI01417;159;3;707.43;3;3;3;333;3;En Riesgo;50;1884.29;Basico;Miraflores
CLI01419;165;5;1428.45;3;4;5;345;0;Leales;50;2597.66;Basico;Miraflores
CLI01420;539;2;237.39;1;2;1;121;2;Perdidos;20;5789.84;Premium;Magdalena
CLI01421;426;3;583.4;1;3;3;133;2;Perdidos;41;9725.67;Regular;Santiago de Surco
CLI01422;384;1;244.16;2;1;1;211;2;Perdidos;40;5142.0;Regular;Santiago de Surco
CLI01423;4;5;833.12;5;4;4;544;0;Leales;35;4413.2;Premium;Los Olivos
CLI01425;166;5;809.09;3;4;4;344;0;Leales;46;4016.43;Premium;San Juan de Lurigancho
CLI01426;7;10;3020.09;5;5;5;555;1;Campeones;54;6538.16;Regular;Ate
CLI01428;182;7;2444.3;3;5;5;355;0;Leales;47;6108.23;Platino;San Miguel
CLI01430;392;3;494.47;1;3;3;133;2;Perdidos;62;7393.69;Platino;San Juan de Lurigancho
CLI01432;13;9;2495.5;5;5;5;555;1;Campeones;55;10513.04;Regular;San Juan de Lurigancho
CLI01433;61;7;1943.76;4;5;5;455;0;Leales;64;8843.33;Premium;Magdalena
CLI01434;156;4;699.49;3;4;3;343;3;En Riesgo;40;1911.01;Basico;San Juan de Lurigancho
CLI01436;8;5;1085.49;5;4;4;544;0;Leales;69;9483.23;Premium;Los Olivos
CLI01437;219;2;544.8;2;2;3;223;3;En Riesgo;49;1276.19;Basico;San Borja
CLI01438;57;2;403.21;4;2;2;422;3;En Riesgo;60;5529.49;Platino;Miraflores
CLI01439;377;3;1025.36;2;3;4;234;2;Perdidos;64;1616.33;Basico;San Borja
CLI01440;11;5;1298.53;5;4;4;544;0;Leales;73;9429.97;Platino;Santiago de Surco
CLI01441;159;2;680.06;3;2;3;323;3;En Riesgo;40;9045.04;Premium;Los Olivos
CLI01442;418;1;201.18;1;1;1;111;2;Perdidos;53;8857.58;Platino;San Borja
CLI01443;4;8;1838.79;5;5;5;555;0;Leales;51;2934.83;Platino;San Juan de Lurigancho
CLI01446;194;2;449.14;3;2;2;322;3;En Riesgo;40;10614.1;Premium;San Miguel
CLI01447;74;2;555.03;4;2;3;423;3;En Riesgo;59;11364.57;Regular;San Miguel
CLI01449;116;1;154.92;4;1;1;411;3;En Riesgo;33;7857.75;Premium;Miraflores
CLI01450;8;17;3555.04;5;5;5;555;1;Campeones;55;2974.35;Platino;Santiago de Surco
CLI01451;130;4;873.0;3;4;4;344;3;En Riesgo;28;1915.96;Basico;San Borja
CLI01452;272;2;518.28;2;2;3;223;3;En Riesgo;73;1475.39;Basico;Magdalena
CLI01453;169;2;852.09;3;2;4;324;3;En Riesgo;61;4769.41;Premium;Miraflores
CLI01454;198;5;1651.56;3;4;5;345;0;Leales;63;4618.39;Platino;Magdalena
CLI01456;11;10;2701.38;5;5;5;555;1;Campeones;46;5312.08;Platino;Ate
CLI01458;625;1;453.38;1;1;2;112;2;Perdidos;36;7712.76;Regular;Magdalena
CLI01460;171;3;537.36;3;3;3;333;3;En Riesgo;37;3922.24;Premium;San Miguel
CLI01461;159;1;212.19;3;1;1;311;3;En Riesgo;53;11166.3;Premium;Miraflores
CLI01462;525;3;1048.85;1;3;4;134;2;Perdidos;54;9759.7;Platino;Los Olivos
CLI01463;215;8;1631.45;2;5;5;255;0;Leales;63;7890.93;Platino;Magdalena
CLI01464;108;3;658.36;4;3;3;433;3;En Riesgo;24;7745.0;Premium;Los Olivos
CLI01465;158;5;1596.3;3;4;5;345;0;Leales;67;1231.49;Basico;Ate
CLI01467;437;6;1213.16;1;5;4;154;0;Leales;46;3465.46;Platino;Ate
CLI01468;26;4;735.39;4;4;3;443;3;En Riesgo;58;4824.13;Regular;San Juan de Lurigancho
CLI01469;9;6;1173.43;5;5;4;554;0;Leales;25;10043.92;Platino;Santiago de Surco
CLI01470;54;5;1338.3;4;4;5;445;0;Leales;61;9978.15;Platino;San Juan de Lurigancho
CLI01471;16;6;1227.2;5;5;4;554;0;Leales;24;9370.89;Platino;Magdalena
CLI01473;209;1;184.86;2;1;1;211;3;En Riesgo;52;2585.07;Basico;San Borja
CLI01475;227;1;19.55;2;1;1;211;3;En Riesgo;34;5378.89;Regular;San Juan de Lurigancho
CLI01476;153;1;448.82;3;1;2;312;3;En Riesgo;63;1288.11;Basico;Ate
CLI01477;228;2;393.71;2;2;2;222;3;En Riesgo;25;10380.67;Regular;Los Olivos
CLI01478;33;3;876.28;4;3;4;434;3;En Riesgo;65;10771.45;Premium;Los Olivos
CLI01483;42;4;692.44;4;4;3;443;3;En Riesgo;33;10547.26;Platino;San Juan de Lurigancho
CLI01484;376;1;423.0;2;1;2;212;2;Perdidos;67;8488.78;Platino;San Borja
CLI01486;303;5;1168.17;2;4;4;244;0;Leales;19;1117.42;Basico;Ate
CLI01487;46;4;1322.56;4;4;5;445;0;Leales;59;7436.74;Regular;Los Olivos
CLI01488;370;2;349.17;2;2;2;222;2;Perdidos;55;8830.96;Regular;Miraflores
CLI01489;164;8;1212.23;3;5;4;354;0;Leales;42;1129.53;Basico;Miraflores
CLI01490;220;2;325.14;2;2;2;222;3;En Riesgo;50;11241.44;Premium;San Juan de Lurigancho
CLI01491;36;4;1085.7;4;4;4;444;0;Leales;23;7367.85;Platino;Ate
CLI01492;10;3;499.18;5;3;3;533;3;En Riesgo;24;8990.79;Regular;Comas
CLI01493;53;3;1090.87;4;3;4;434;3;En Riesgo;48;6152.28;Premium;Magdalena
CLI01494;396;1;65.45;1;1;1;111;2;Perdidos;25;6054.61;Platino;Magdalena
CLI01495;196;3;744.32;3;3;3;333;3;En Riesgo;41;2125.9;Basico;Magdalena
CLI01497;726;1;6.3;1;1;1;111;2;Perdidos;44;2709.76;Basico;San Juan de Lurigancho
CLI01498;216;2;332.23;2;2;2;222;3;En Riesgo;64;8377.69;Premium;San Borja
CLI01499;139;8;1194.44;3;5;4;354;0;Leales;57;2318.75;Basico;Ate
CLI01500;581;1;122.4;1;1;1;111;2;Perdidos;25;9148.69;Premium;Magdalena
CLI01501;227;2;342.07;2;2;2;222;3;En Riesgo;41;5164.39;Regular;San Miguel
CLI01504;389;2;575.56;1;2;3;123;2;Perdidos;34;1227.47;Basico;San Borja
CLI01505;127;4;1331.43;4;4;5;445;0;Leales;46;1847.2;Basico;Comas
CLI01506;187;11;3422.54;3;5;5;355;1;Campeones;36;5401.6;Premium;Santiago de Surco
CLI01507;131;5;586.8;3;4;3;343;3;En Riesgo;21;11354.8;Platino;San Miguel
CLI01508;566;1;102.9;1;1;1;111;2;Perdidos;43;9230.05;Premium;San Juan de Lurigancho
CLI01509;343;2;649.65;2;2;3;223;2;Perdidos;53;2519.23;Basico;San Juan de Lurigancho
CLI01510;57;8;2237.14;4;5;5;455;1;Campeones;50;4492.77;Premium;Ate
CLI01511;21;6;1110.45;5;5;4;554;0;Leales;50;7169.92;Platino;San Borja
CLI01512;160;1;262.92;3;1;2;312;3;En Riesgo;44;4069.08;Platino;Miraflores
CLI01514;219;1;435.53;2;1;2;212;3;En Riesgo;58;8774.39;Premium;Miraflores
CLI01515;24;2;1156.17;5;2;4;524;3;En Riesgo;41;7465.6;Premium;Comas
CLI01516;8;4;1778.05;5;4;5;545;0;Leales;55;11693.7;Platino;San Borja
CLI01517;368;6;1585.98;2;5;5;255;0;Leales;18;11356.73;Regular;Santiago de Surco
CLI01518;177;5;1448.08;3;4;5;345;0;Leales;54;11294.43;Regular;San Miguel
CLI01519;191;2;394.32;3;2;2;322;3;En Riesgo;37;8755.33;Platino;Ate
CLI01520;252;1;54.92;2;1;1;211;3;En Riesgo;25;5964.29;Premium;Ate
CLI01521;159;1;39.18;3;1;1;311;3;En Riesgo;57;10659.47;Premium;San Miguel
CLI01522;21;11;2006.85;5;5;5;555;1;Campeones;47;5305.36;Premium;Miraflores
CLI01523;160;5;1612.5;3;4;5;345;0;Leales;45;2123.03;Basico;Santiago de Surco
CLI01526;336;7;1415.32;2;5;5;255;0;Leales;56;9655.01;Regular;San Miguel
CLI01527;528;1;366.65;1;1;2;112;2;Perdidos;50;9957.52;Platino;Miraflores
CLI01528;117;2;306.95;4;2;2;422;3;En Riesgo;51;7894.85;Premium;San Borja
CLI01529;2;2;760.97;5;2;3;523;3;En Riesgo;52;6029.45;Platino;Comas
CLI01530;69;1;279.24;4;1;2;412;3;En Riesgo;64;4182.57;Regular;Magdalena
CLI01531;143;4;955.91;3;4;4;344;3;En Riesgo;43;1390.9;Basico;Magdalena
CLI01532;620;1;148.06;1;1;1;111;2;Perdidos;65;10666.4;Regular;San Miguel
CLI01534;203;5;1441.24;3;4;5;345;0;Leales;33;1358.65;Basico;Magdalena
CLI01535;320;3;488.31;2;3;3;233;2;Perdidos;27;1609.69;Basico;Miraflores
CLI01536;422;1;438.4;1;1;2;112;2;Perdidos;52;1785.45;Basico;San Borja
CLI01537;57;4;751.46;4;4;3;443;3;En Riesgo;72;3886.64;Regular;San Borja
CLI01538;35;2;496.6;4;2;3;423;3;En Riesgo;31;8626.24;Regular;Miraflores
CLI01539;444;3;738.22;1;3;3;133;2;Perdidos;26;5631.66;Premium;Magdalena
CLI01540;156;1;195.78;3;1;1;311;3;En Riesgo;53;1510.28;Basico;Santiago de Surco
CLI01541;184;2;597.67;3;2;3;323;3;En Riesgo;50;9326.47;Premium;San Borja
CLI01542;331;4;1044.49;2;4;4;244;2;Perdidos;66;7576.79;Regular;San Borja
CLI01543;19;13;2732.15;5;5;5;555;1;Campeones;46;10515.94;Regular;Comas
CLI01544;49;3;461.49;4;3;2;432;3;En Riesgo;64;5647.7;Platino;San Borja
CLI01546;148;1;94.06;3;1;1;311;3;En Riesgo;55;1534.51;Basico;Los Olivos
CLI01547;17;3;599.75;5;3;3;533;3;En Riesgo;60;10154.06;Premium;Ate
CLI01548;6;8;1452.51;5;5;5;555;0;Leales;69;3330.09;Premium;Los Olivos
CLI01549;56;3;368.03;4;3;2;432;3;En Riesgo;22;10636.91;Platino;Santiago de Surco
CLI01550;158;11;2862.65;3;5;5;355;1;Campeones;71;1990.69;Basico;Miraflores
CLI01551;12;5;1040.05;5;4;4;544;0;Leales;32;3731.02;Premium;Ate
CLI01553;375;2;697.61;2;2;3;223;2;Perdidos;58;1314.62;Basico;San Juan de Lurigancho
CLI01554;3;3;506.94;5;3;3;533;3;En Riesgo;47;7691.52;Regular;Comas
CLI01555;181;4;558.26;3;4;3;343;3;En Riesgo;52;1115.99;Basico;San Juan de Lurigancho
CLI01556;12;3;204.48;5;3;1;531;3;En Riesgo;37;3794.0;Premium;Ate
CLI01559;632;1;16.8;1;1;1;111;2;Perdidos;49;6114.28;Premium;Santiago de Surco
CLI01560;12;3;753.91;5;3;3;533;3;En Riesgo;29;4931.67;Premium;Comas
CLI01561;223;1;171.43;2;1;1;211;3;En Riesgo;71;5515.12;Regular;Santiago de Surco
CLI01563;15;5;849.09;5;4;4;544;0;Leales;61;10363.78;Premium;Ate
CLI01564;13;14;3687.58;5;5;5;555;1;Campeones;64;10837.1;Regular;San Borja
CLI01565;4;5;1416.03;5;4;5;545;0;Leales;50;10783.43;Platino;Comas
CLI01566;184;1;272.34;3;1;2;312;3;En Riesgo;32;5480.82;Premium;Magdalena
CLI01567;15;2;249.07;5;2;2;522;3;En Riesgo;58;8716.25;Premium;Magdalena
CLI01569;23;5;1313.76;5;4;5;545;0;Leales;27;11749.55;Regular;San Miguel
CLI01570;17;3;1385.38;5;3;5;535;0;Leales;47;11466.31;Premium;San Miguel
CLI01571;148;3;556.68;3;3;3;333;3;En Riesgo;51;10275.8;Platino;Ate
CLI01572;12;6;1447.27;5;5;5;555;0;Leales;24;8262.81;Platino;Los Olivos
CLI01573;367;1;379.91;2;1;2;212;2;Perdidos;34;4883.39;Regular;San Borja
CLI01574;289;6;1204.95;2;5;4;254;0;Leales;65;1144.14;Basico;San Juan de Lurigancho
CLI01575;38;8;2493.71;4;5;5;455;1;Campeones;52;11305.01;Regular;Miraflores
CLI01577;27;3;419.59;4;3;2;432;3;En Riesgo;30;3803.26;Platino;Santiago de Surco
CLI01578;465;1;208.1;1;1;1;111;2;Perdidos;28;5246.41;Regular;San Miguel
CLI01579;293;1;214.56;2;1;1;211;2;Perdidos;18;10448.45;Regular;San Borja
CLI01580;15;9;2583.56;5;5;5;555;1;Campeones;60;11058.22;Platino;Ate
CLI01584;7;2;492.31;5;2;3;523;3;En Riesgo;68;9205.41;Platino;San Juan de Lurigancho
CLI01585;120;1;147.92;4;1;1;411;3;En Riesgo;57;7446.03;Platino;Los Olivos
CLI01587;2;3;1181.2;5;3;4;534;0;Leales;50;9779.41;Premium;San Juan de Lurigancho
CLI01588;380;3;547.43;2;3;3;233;2;Perdidos;46;1586.98;Basico;San Miguel
CLI01589;387;3;440.57;2;3;2;232;2;Perdidos;54;6985.0;Platino;San Juan de Lurigancho
CLI01590;350;4;1057.78;2;4;4;244;2;Perdidos;31;8340.3;Premium;Comas
CLI01592;177;1;304.72;3;1;2;312;3;En Riesgo;32;7103.86;Regular;San Miguel
CLI01593;361;3;705.11;2;3;3;233;2;Perdidos;65;5291.16;Premium;Miraflores
CLI01596;24;2;413.96;5;2;2;522;3;En Riesgo;51;6345.05;Platino;San Juan de Lurigancho
CLI01597;88;4;1183.45;4;4;4;444;0;Leales;18;6613.45;Regular;Comas
CLI01598;192;1;328.12;3;1;2;312;3;En Riesgo;31;8832.23;Platino;San Borja
CLI01599;551;1;589.33;1;1;3;113;2;Perdidos;71;1235.3;Basico;Santiago de Surco
CLI01600;39;4;903.5;4;4;4;444;3;En Riesgo;55;4708.28;Platino;Los Olivos
CLI01603;185;1;332.99;3;1;2;312;3;En Riesgo;64;10517.97;Platino;Ate
CLI01604;380;1;361.64;2;1;2;212;2;Perdidos;58;7340.97;Premium;Ate
CLI01606;130;1;353.03;3;1;2;312;3;En Riesgo;55;6375.95;Platino;Miraflores
CLI01607;66;5;1006.96;4;4;4;444;0;Leales;53;6445.63;Platino;Santiago de Surco
CLI01608;24;1;173.42;5;1;1;511;3;En Riesgo;48;10996.31;Regular;Santiago de Surco
CLI01609;356;5;660.27;2;4;3;243;2;Perdidos;31;1154.35;Basico;Magdalena
CLI01610;696;2;716.5;1;2;3;123;2;Perdidos;62;9323.66;Platino;Miraflores
CLI01612;101;11;2621.42;4;5;5;455;1;Campeones;53;7714.5;Platino;Ate
CLI01614;387;1;153.73;2;1;1;211;2;Perdidos;66;11926.72;Regular;Comas
CLI01615;549;1;137.78;1;1;1;111;2;Perdidos;60;2707.27;Basico;Santiago de Surco
CLI01616;53;4;1201.49;4;4;4;444;0;Leales;36;5774.61;Platino;Los Olivos
CLI01619;390;1;491.43;1;1;3;113;2;Perdidos;42;11698.23;Platino;San Miguel
CLI01622;3;3;830.28;5;3;4;534;3;En Riesgo;44;4380.85;Regular;Magdalena
CLI01623;371;1;97.78;2;1;1;211;2;Perdidos;63;3081.74;Platino;San Miguel
CLI01625;171;2;221.16;3;2;1;321;3;En Riesgo;46;6713.58;Platino;San Juan de Lurigancho
CLI01627;24;6;1606.11;5;5;5;555;0;Leales;53;9728.33;Premium;Magdalena
CLI01629;9;2;523.82;5;2;3;523;3;En Riesgo;62;4463.57;Premium;Ate
CLI01630;174;1;136.6;3;1;1;311;3;En Riesgo;44;4815.2;Platino;Miraflores
CLI01631;586;2;602.34;1;2;3;123;2;Perdidos;40;6882.69;Regular;San Miguel
CLI01635;175;1;303.26;3;1;2;312;3;En Riesgo;54;4319.51;Regular;San Juan de Lurigancho
CLI01636;75;12;2702.58;4;5;5;455;1;Campeones;64;4985.12;Platino;Magdalena
CLI01637;20;11;2862.71;5;5;5;555;1;Campeones;30;8292.03;Premium;San Miguel
CLI01638;387;4;935.47;2;4;4;244;2;Perdidos;29;1099.66;Basico;San Borja
CLI01639;72;5;1306.52;4;4;4;444;0;Leales;40;10734.4;Platino;San Juan de Lurigancho
CLI01641;719;1;28.48;1;1;1;111;2;Perdidos;53;4364.56;Platino;Miraflores
CLI01642;11;6;894.73;5;5;4;554;0;Leales;63;8921.17;Platino;Ate
CLI01643;3;1;104.43;5;1;1;511;3;En Riesgo;47;10100.76;Platino;San Juan de Lurigancho
CLI01645;555;1;161.08;1;1;1;111;2;Perdidos;62;7060.85;Premium;San Miguel
CLI01646;12;8;1861.62;5;5;5;555;0;Leales;50;6518.69;Platino;Los Olivos
CLI01647;15;3;989.69;5;3;4;534;3;En Riesgo;46;1700.98;Basico;Magdalena
CLI01648;4;2;300.78;5;2;2;522;3;En Riesgo;60;4277.56;Platino;San Miguel
CLI01649;648;1;349.73;1;1;2;112;2;Perdidos;57;1052.27;Basico;Ate
CLI01650;539;1;196.02;1;1;1;111;2;Perdidos;32;11565.66;Premium;Santiago de Surco
CLI01651;388;1;108.73;1;1;1;111;2;Perdidos;42;7454.24;Platino;San Juan de Lurigancho
CLI01654;16;1;327.11;5;1;2;512;3;En Riesgo;49;10559.71;Platino;Magdalena
CLI01656;172;6;935.15;3;5;4;354;0;Leales;33;3242.11;Premium;San Miguel
CLI01658;189;4;714.92;3;4;3;343;3;En Riesgo;44;6574.99;Regular;San Borja
CLI01659;544;1;172.4;1;1;1;111;2;Perdidos;36;1590.81;Basico;Los Olivos
CLI01660;381;1;186.81;2;1;1;211;2;Perdidos;68;2941.85;Premium;Magdalena
CLI01661;20;6;1929.62;5;5;5;555;0;Leales;39;10539.13;Premium;San Miguel
CLI01662;37;4;1336.3;4;4;5;445;0;Leales;48;5688.85;Premium;Ate
CLI01663;378;3;802.75;2;3;4;234;2;Perdidos;45;8166.91;Platino;Miraflores
CLI01664;79;4;667.74;4;4;3;443;3;En Riesgo;40;9968.34;Premium;Comas
CLI01665;22;3;426.61;5;3;2;532;3;En Riesgo;27;5098.12;Premium;Miraflores
CLI01666;331;1;98.85;2;1;1;211;2;Perdidos;47;8237.09;Regular;San Borja
CLI01669;222;1;211.34;2;1;1;211;3;En Riesgo;35;7335.93;Regular;Los Olivos
CLI01670;4;2;392.02;5;2;2;522;3;En Riesgo;50;11799.99;Platino;Santiago de Surco
CLI01671;198;3;1429.83;3;3;5;335;0;Leales;18;1799.73;Basico;Ate
CLI01673;13;4;462.11;5;4;2;542;3;En Riesgo;55;11611.29;Premium;Miraflores
CLI01675;2;5;1849.47;5;4;5;545;0;Leales;63;10885.49;Regular;Comas
CLI01676;48;9;1828.64;4;5;5;455;0;Leales;22;8392.6;Platino;San Miguel
CLI01677;357;3;455.85;2;3;2;232;2;Perdidos;41;4770.46;Regular;Ate
CLI01678;374;3;903.41;2;3;4;234;2;Perdidos;62;3227.36;Regular;Magdalena
CLI01680;4;13;3352.98;5;5;5;555;1;Campeones;20;8164.69;Platino;Miraflores
CLI01682;164;2;195.05;3;2;1;321;3;En Riesgo;24;3964.8;Regular;Santiago de Surco
CLI01684;97;2;405.8;4;2;2;422;3;En Riesgo;70;4617.93;Platino;San Juan de Lurigancho
CLI01687;17;1;304.78;5;1;2;512;3;En Riesgo;70;3733.84;Regular;San Miguel
CLI01688;631;1;84.21;1;1;1;111;2;Perdidos;68;1989.44;Basico;Santiago de Surco
CLI01689;474;2;397.2;1;2;2;122;2;Perdidos;70;1484.05;Basico;Comas
CLI01690;44;7;1577.02;4;5;5;455;0;Leales;31;5695.5;Regular;Comas
CLI01691;138;8;1446.5;3;5;5;355;0;Leales;56;2193.62;Basico;Miraflores
CLI01694;255;3;458.78;2;3;2;232;3;En Riesgo;45;7682.63;Platino;Los Olivos
CLI01695;261;1;563.47;2;1;3;213;3;En Riesgo;62;10431.63;Regular;San Juan de Lurigancho
CLI01696;197;4;857.55;3;4;4;344;3;En Riesgo;40;2272.12;Basico;Santiago de Surco
CLI01697;194;2;567.69;3;2;3;323;3;En Riesgo;28;7714.47;Platino;San Juan de Lurigancho
CLI01699;138;5;1468.01;3;4;5;345;0;Leales;58;7047.07;Platino;Santiago de Surco
CLI01700;1;5;919.7;5;4;4;544;0;Leales;54;7344.21;Platino;San Miguel
CLI01701;370;1;302.64;2;1;2;212;2;Perdidos;46;6573.71;Premium;Magdalena
CLI01702;211;1;184.6;2;1;1;211;3;En Riesgo;54;1044.16;Basico;San Miguel
CLI01703;536;1;278.06;1;1;2;112;2;Perdidos;64;4535.59;Platino;San Borja
CLI01704;398;1;346.18;1;1;2;112;2;Perdidos;61;1176.48;Basico;Ate
CLI01705;380;5;1314.48;2;4;5;245;0;Leales;21;4053.22;Premium;Santiago de Surco
CLI01706;217;2;521.12;2;2;3;223;3;En Riesgo;63;3106.22;Regular;Comas
CLI01707;161;2;667.63;3;2;3;323;3;En Riesgo;44;7368.99;Regular;San Juan de Lurigancho
CLI01709;632;1;128.25;1;1;1;111;2;Perdidos;21;2625.85;Basico;San Juan de Lurigancho
CLI01710;18;10;2712.46;5;5;5;555;1;Campeones;51;7460.52;Premium;San Miguel
CLI01711;134;6;1856.88;3;5;5;355;0;Leales;49;4660.77;Premium;Santiago de Surco
CLI01712;165;4;682.63;3;4;3;343;3;En Riesgo;50;1865.47;Basico;Comas
CLI01713;440;1;5.48;1;1;1;111;2;Perdidos;20;1952.26;Basico;Santiago de Surco
CLI01714;169;2;473.15;3;2;3;323;3;En Riesgo;38;1949.76;Basico;Magdalena
CLI01715;183;1;455.05;3;1;2;312;3;En Riesgo;71;2662.4;Basico;Santiago de Surco
CLI01716;414;1;284.42;1;1;2;112;2;Perdidos;63;11485.28;Regular;San Miguel
CLI01717;6;10;1794.71;5;5;5;555;1;Campeones;44;9303.07;Premium;San Miguel
CLI01720;25;6;882.3;5;5;4;554;0;Leales;32;4670.39;Premium;San Miguel
CLI01721;373;1;282.92;2;1;2;212;2;Perdidos;23;1112.93;Basico;Miraflores
CLI01723;81;3;1116.38;4;3;4;434;3;En Riesgo;41;9793.46;Premium;Santiago de Surco
CLI01724;425;3;633.3;1;3;3;133;2;Perdidos;59;2608.23;Basico;Miraflores
CLI01725;359;1;381.86;2;1;2;212;2;Perdidos;66;1752.55;Basico;Santiago de Surco
CLI01726;15;2;363.42;5;2;2;522;3;En Riesgo;18;10265.48;Premium;Magdalena
CLI01727;398;2;823.24;1;2;4;124;2;Perdidos;29;2245.52;Basico;Los Olivos
CLI01728;705;1;519.54;1;1;3;113;2;Perdidos;24;7164.35;Premium;San Juan de Lurigancho
CLI01729;82;4;715.79;4;4;3;443;3;En Riesgo;54;8918.94;Regular;Ate
CLI01730;50;3;849.25;4;3;4;434;3;En Riesgo;36;6908.27;Regular;Miraflores
CLI01731;538;2;502.83;1;2;3;123;2;Perdidos;39;1900.92;Basico;Comas
CLI01732;519;1;245.39;1;1;2;112;2;Perdidos;45;9567.99;Regular;San Juan de Lurigancho
CLI01733;3;10;2712.25;5;5;5;555;1;Campeones;27;9662.79;Premium;Magdalena
CLI01734;23;4;812.65;5;4;4;544;3;En Riesgo;72;7972.43;Regular;San Miguel
CLI01735;112;2;625.96;4;2;3;423;3;En Riesgo;72;11128.01;Premium;Miraflores
CLI01736;29;2;300.04;4;2;2;422;3;En Riesgo;35;11355.07;Platino;Santiago de Surco
CLI01737;8;7;1462.42;5;5;5;555;0;Leales;35;7117.22;Regular;San Miguel
CLI01738;591;1;326.21;1;1;2;112;2;Perdidos;56;4897.03;Platino;Comas
CLI01741;179;11;2689.88;3;5;5;355;1;Campeones;43;8287.4;Premium;Miraflores
CLI01742;2;1;106.57;5;1;1;511;3;En Riesgo;24;3116.67;Premium;Ate
CLI01743;167;1;257.21;3;1;2;312;3;En Riesgo;30;4431.81;Platino;San Miguel
CLI01744;2;1;143.14;5;1;1;511;3;En Riesgo;50;3565.75;Regular;Miraflores
CLI01745;60;1;170.49;4;1;1;411;3;En Riesgo;71;7713.11;Premium;Magdalena
